"ensemble","ensemble.size","accuracy"
"rf,adabag,gbm,pda,rfrules,knn,glmnet",7,0.51199200532978
"rfferns,gbm,adabag,pda",4,0.493337774816789
"gbm,multinom,glmnet,rfrules,knn,rfferns,rf",7,0.519320453031312
"glmnet,multinom,gbm,knn,rfrules",5,0.516322451698867
"gbm,adabag,rfrules,rf,multinom",5,0.515989340439707
"multinom,rf,glmnet",3,0.510326449033977
"adabag,rf,rfrules,multinom,glmnet,pda",6,0.50566289140573
"rf,pda,rfrules,knn,gbm,adabag,glmnet,rfferns,multinom",9,0.514323784143904
"pda,rfferns,gbm,glmnet,adabag,rfrules",6,0.5
"adabag,knn,rf,multinom,glmnet,rfferns",6,0.510659560293138
"pda,rf,knn,gbm,rfrules,adabag",6,0.515323117921386
"pda,glmnet",2,0.489007328447702
"gbm,adabag,pda,rfferns,knn,multinom,rfrules,rf,glmnet",9,0.513657561625583
"adabag,pda,rf,rfrules,knn,glmnet,rfferns,gbm,multinom",9,0.509327115256496
"rfrules,adabag,knn,pda,rfferns,multinom,glmnet,gbm",8,0.509660226515656
"gbm,rf,multinom,pda",4,0.518987341772152
"rf,gbm,multinom,adabag,knn,pda",6,0.521652231845436
"multinom,knn,rfrules,glmnet,gbm",5,0.515323117921386
"multinom,rfferns,knn",3,0.501665556295803
"adabag,pda,knn,rf,gbm,rfferns,rfrules",7,0.510326449033977
"pda,gbm,multinom,knn",4,0.497668221185876
"multinom,glmnet,adabag",3,0.500333111259161
"rf,knn,rfferns,gbm",4,0.530979347101932
"rf,knn",2,0.542638241172552
"rfferns,knn",2,0.167221852098601
"rf,rfrules",2,0.542638241172552
"gbm,glmnet,multinom",3,0.509993337774817
"rfferns,pda,multinom,rfrules,rf",5,0.503664223850766
"glmnet,multinom,pda,rf",4,0.509327115256496
"glmnet,pda",2,0.494670219853431
"gbm,rfrules,knn,glmnet,rfferns",5,0.512325116588941
"rf,gbm,multinom,rfrules,pda",5,0.51798800799467
"knn,adabag,multinom,glmnet,rfferns,rf,gbm,rfrules,pda",9,0.513324450366422
"rf,adabag,rfferns,glmnet,gbm,multinom,knn,pda",8,0.513990672884743
"knn,rfferns,rfrules,adabag,rf,multinom,glmnet,pda",8,0.510992671552299
"glmnet,knn,rfferns",3,0.492671552298468
"rfferns,pda",2,0.167221852098601
"glmnet,knn,multinom,gbm,rfrules,rf,adabag",7,0.512991339107262
"rfferns,glmnet,knn,pda,multinom,rfrules",6,0.507661558960693
"rf,gbm,adabag,glmnet,pda,rfrules,multinom",7,0.51199200532978
"pda,multinom,rfferns",3,0.489007328447702
"adabag,rf,glmnet,multinom,rfferns,gbm,pda",7,0.508660892738175
"pda,rf,glmnet,multinom,rfrules,knn,gbm",7,0.515323117921386
"pda,multinom,gbm,rfferns,rf,rfrules,glmnet,adabag",8,0.510659560293138
"multinom,pda",2,0.500333111259161
"rfrules,rfferns,multinom,knn,glmnet,pda,rf,adabag,gbm",9,0.513990672884743
"glmnet,rf,rfrules,adabag,knn,multinom,rfferns",7,0.504330446369087
"pda,glmnet",2,0.489007328447702
"rfferns,gbm,multinom,rf",4,0.516322451698867
"rf,knn,pda,glmnet,multinom,rfferns",6,0.516988674217189
"rfrules,multinom,pda,knn,rfferns",5,0.506662225183211
"rf,pda,knn,rfferns,adabag,glmnet,multinom",7,0.510659560293138
"adabag,gbm,knn",3,0.507328447701532
"glmnet,rfferns,pda,rfrules,multinom",5,0.502998001332445
"multinom,glmnet,pda,rfferns,knn",5,0.503664223850766
"gbm,glmnet,rfferns,adabag,rfrules,pda",6,0.500999333777482
"knn,multinom",2,0.478347768154564
"rf,glmnet,multinom,pda,rfferns,rfrules,adabag",7,0.510326449033977
"adabag,pda,knn,glmnet,rfrules,gbm,rfferns,rf,multinom",9,0.509327115256496
"pda,rf,adabag,multinom,rfferns,knn,gbm,glmnet,rfrules",9,0.514656895403065
"gbm,pda,rfferns,rfrules,multinom,glmnet",6,0.509327115256496
"rf,rfferns",2,0.542638241172552
"glmnet,gbm,rfferns,rf,knn,adabag,multinom",7,0.507994670219853
"rfferns,adabag,gbm",3,0.429380413057961
"pda,knn",2,0.489007328447702
"rfferns,pda,knn,multinom,adabag,rf,gbm,rfrules",8,0.513657561625583
"rf,adabag",2,0.542638241172552
"adabag,glmnet",2,0.484343770819454
"rf,adabag,glmnet",3,0.503997335109927
"glmnet,adabag,gbm,rfferns,pda",5,0.499000666222518
"pda,glmnet,knn,rf,multinom,adabag",6,0.510659560293138
"rf,rfrules,glmnet,rfferns",4,0.512658227848101
"rf,adabag,multinom,rfrules,glmnet,rfferns,knn",7,0.512658227848101
"gbm,glmnet,rfrules,knn,pda,rf,multinom",7,0.515989340439707
"rfrules,rfferns,gbm",3,0.486342438374417
"knn,rfferns,gbm,adabag,pda,glmnet,rfrules,multinom",8,0.509327115256496
"pda,rfferns,rf,rfrules,knn,multinom,glmnet,adabag,gbm",9,0.514656895403065
"knn,adabag,pda,multinom",4,0.502331778814124
"pda,gbm,multinom",3,0.498001332445037
"multinom,rfrules,pda,rfferns,rf,knn",6,0.511325782811459
"rfferns,knn,pda,rf,glmnet,adabag,multinom",7,0.514656895403065
"adabag,glmnet,rf",3,0.503331112591606
"rfrules,pda,adabag,glmnet",4,0.497668221185876
"adabag,rf,pda,gbm,multinom",5,0.512658227848101
"gbm,multinom,rfferns,knn,glmnet,adabag",6,0.506329113924051
"adabag,knn,glmnet,rf,pda",5,0.512325116588941
"rfrules,adabag,rfferns,rf",4,0.500333111259161
"multinom,rf,rfferns,pda,adabag,knn,rfrules,gbm",8,0.515323117921386
"knn,pda,rfrules,rfferns,adabag,rf,glmnet,multinom,gbm",9,0.513990672884743
"multinom,rfferns,rfrules",3,0.49433710859427
"gbm,multinom,glmnet,rfrules,knn",5,0.515323117921386
"rf,gbm,rfferns,knn,adabag,pda,rfrules,glmnet",8,0.51165889407062
"rf,multinom,gbm,glmnet",4,0.518987341772152
"pda,glmnet,knn,multinom",4,0.497668221185876
"rfferns,rf,gbm,rfrules,pda,glmnet,knn,multinom",8,0.51798800799467
"rfferns,rfrules,glmnet",3,0.421385742838108
"multinom,rfrules,knn",3,0.507661558960693
"pda,rfrules,gbm,rfferns,knn,rf,multinom,adabag,glmnet",9,0.514990006662225
"pda,rf,gbm,knn,glmnet,multinom,adabag",7,0.51165889407062
"glmnet,gbm,rfrules,knn,adabag,multinom,pda,rfferns,rf",9,0.509993337774817
"rfferns,rf,rfrules,pda,knn",5,0.522984676882079
"rfrules,adabag,gbm,rfferns,knn,multinom,rf,glmnet,pda",9,0.513990672884743
"multinom,rfrules,rfferns,knn,gbm,rf",6,0.518654230512991
"pda,rfferns,adabag,knn,glmnet,rf",6,0.510992671552299
"rfferns,adabag,glmnet,rfrules,multinom,knn,gbm,pda",8,0.510659560293138
"gbm,rfrules,glmnet,pda",4,0.513324450366422
"rfferns,multinom,adabag,pda,glmnet,rfrules,rf",7,0.513324450366422
"glmnet,adabag",2,0.494670219853431
"knn,rfrules,gbm",3,0.517321785476349
"rfferns,pda",2,0.167221852098601
"multinom,rf,rfrules,adabag,pda,knn",6,0.513990672884743
"rfrules,adabag,gbm,rf,rfferns,multinom,pda,knn",8,0.516322451698867
"glmnet,multinom,rfrules,knn,gbm,rf",6,0.512991339107262
"gbm,rf,rfrules,knn",4,0.522318454363758
"adabag,glmnet,rfrules",3,0.497335109926715
"pda,knn,adabag,rfferns,rfrules,rf",6,0.512991339107262
"knn,glmnet,rfferns,multinom,pda",5,0.501665556295803
"rf,rfferns",2,0.542638241172552
"adabag,knn,pda,rfrules,rf,rfferns,multinom",7,0.514323784143904
"rfferns,knn,rf,gbm",4,0.509327115256496
"adabag,rf,rfrules",3,0.509327115256496
"rf,rfferns",2,0.542638241172552
"adabag,multinom",2,0.484343770819454
"rfrules,rf,gbm,multinom,glmnet",5,0.51798800799467
"pda,multinom",2,0.489007328447702
"rf,multinom",2,0.542638241172552
"rfferns,gbm,rfrules,multinom",4,0.500333111259161
"gbm,adabag,glmnet,rf,multinom",5,0.510326449033977
"rfferns,rf,glmnet,rfrules,knn,gbm,multinom",7,0.518654230512991
"gbm,rfrules,rfferns,rf",4,0.513324450366422
"rf,pda,rfrules",3,0.519320453031312
"rfrules,knn,adabag,gbm,rf,pda",6,0.517321785476349
"rf,adabag,rfrules",3,0.511325782811459
"rf,pda,adabag,rfrules,rfferns,gbm,multinom",7,0.513324450366422
"rfrules,multinom,knn,glmnet,adabag,rf,pda,gbm,rfferns",9,0.513990672884743
"multinom,rf,rfferns,glmnet,adabag,rfrules",6,0.503664223850766
"adabag,rf,pda,rfferns,knn,glmnet,multinom,gbm,rfrules",9,0.509327115256496
"pda,rfrules,multinom,knn,rfferns,gbm,rf,adabag,glmnet",9,0.514990006662225
"adabag,pda,rfferns,gbm,multinom",5,0.504330446369087
"adabag,glmnet,gbm",3,0.495003331112592
"pda,glmnet,gbm,rfrules,rfferns,multinom,adabag,rf",8,0.509993337774817
"glmnet,adabag,rfferns,rf",4,0.502331778814124
"knn,rfrules,glmnet,multinom,rfferns,rf,gbm",7,0.519986675549634
"knn,rf,adabag,glmnet,multinom",5,0.513657561625583
"rfrules,knn,adabag,gbm,pda,rfferns",6,0.51165889407062
"rfferns,knn",2,0.167221852098601
"gbm,glmnet,pda,multinom,rf,adabag,knn,rfferns",8,0.51199200532978
"gbm,rf,adabag,pda,multinom,rfferns,knn,glmnet",8,0.51165889407062
"pda,multinom,knn,rfrules,gbm,rfferns",6,0.506662225183211
"knn,rf,gbm,multinom,rfferns,glmnet,pda,adabag,rfrules",9,0.513990672884743
"rfferns,adabag,multinom,gbm,rfrules,rf",6,0.51199200532978
"glmnet,gbm,knn,adabag,rfferns,multinom,pda,rf",8,0.510326449033977
"rfferns,glmnet,multinom,rf,adabag,knn,gbm,pda",8,0.510992671552299
"rfrules,rfferns,gbm",3,0.486342438374417
"multinom,rfferns,gbm,glmnet,knn",5,0.513324450366422
"rfrules,adabag,rfferns,pda,knn,gbm,rf",7,0.514323784143904
"pda,multinom,knn,rfrules,rfferns,rf,adabag",7,0.514656895403065
"rf,gbm",2,0.542638241172552
"rf,gbm,pda,rfferns,glmnet,multinom,adabag,knn,rfrules",9,0.514323784143904
"gbm,knn,rf,glmnet,pda,multinom,rfrules,adabag",8,0.513990672884743
"rfferns,knn,glmnet,rf",4,0.512658227848101
"knn,rfrules,rfferns,multinom,rf,pda,adabag,gbm",8,0.518654230512991
"multinom,glmnet,gbm,rfrules",4,0.510326449033977
"multinom,rf,gbm,adabag,rfferns,rfrules,knn,glmnet,pda",9,0.516988674217189
"rf,pda",2,0.542638241172552
"gbm,rfferns,rfrules,multinom,pda",5,0.506329113924051
"rfferns,rfrules,glmnet,adabag",4,0.487341772151899
"gbm,glmnet,rfrules",3,0.506995336442372
"adabag,pda,knn,gbm,glmnet,multinom",6,0.507328447701532
"rfrules,rf,pda,multinom",4,0.515323117921386
"glmnet,rf,pda,knn,adabag",5,0.510659560293138
"knn,multinom,rfferns,rf,glmnet",5,0.521985343104597
"rf,gbm,rfferns,multinom",4,0.524983344437042
"adabag,knn",2,0.484343770819454
"pda,multinom,adabag,knn",4,0.498334443704197
"rfferns,glmnet",2,0.167221852098601
"gbm,multinom",2,0.508994003997335
"rfferns,rfrules,gbm,rf,multinom,glmnet,pda,knn",8,0.516655562958028
"glmnet,rf,multinom,pda,adabag,knn,gbm,rfrules,rfferns",9,0.509993337774817
"rfferns,gbm,knn,pda,rfrules,rf",6,0.516988674217189
"rfferns,multinom",2,0.167221852098601
"rfferns,adabag,pda,multinom,glmnet,gbm",6,0.506662225183211
"rfrules,multinom,knn,rfferns,pda",5,0.506662225183211
"multinom,gbm,adabag",3,0.50566289140573
"rfrules,gbm,rf",3,0.516988674217189
"glmnet,rfferns",2,0.494670219853431
"pda,rfrules,knn,adabag,rfferns,gbm,glmnet",7,0.51199200532978
"multinom,rfferns,knn,gbm,glmnet",5,0.513324450366422
"rfferns,knn,pda",3,0.390073284477015
"rf,multinom,pda,glmnet",4,0.510659560293138
"multinom,knn,glmnet,gbm",4,0.51199200532978
"multinom,rf,rfferns,glmnet,rfrules,pda,adabag,gbm",8,0.509327115256496
"glmnet,multinom,gbm,pda",4,0.509327115256496
"rf,gbm",2,0.542638241172552
"rfferns,gbm,multinom,adabag,pda,rf",6,0.51199200532978
"pda,rf,multinom",3,0.502664890073284
"gbm,pda",2,0.508994003997335
"knn,pda,rfrules,rf,gbm,multinom,glmnet,adabag",8,0.514323784143904
"knn,rf,rfferns,gbm,multinom,rfrules",6,0.527648234510326
"multinom,knn,rf,glmnet,adabag,gbm,rfferns",7,0.515989340439707
"knn,adabag,pda,gbm,glmnet,rf",6,0.51798800799467
"rfferns,multinom,adabag",3,0.417721518987342
"gbm,adabag,multinom,rfrules,rf,rfferns,knn,glmnet",8,0.513657561625583
"multinom,glmnet",2,0.500333111259161
"glmnet,pda,gbm,rfferns,adabag",5,0.499000666222518
"pda,rfrules",2,0.489007328447702
"multinom,pda,gbm,rfrules",4,0.501665556295803
"rf,multinom,glmnet,rfrules,gbm,knn,pda",7,0.517321785476349
"glmnet,rfrules,pda,knn",4,0.499000666222518
"multinom,pda,gbm,knn,glmnet,rfferns,rfrules,rf",8,0.515323117921386
"knn,adabag,gbm,multinom,glmnet",5,0.508994003997335
"knn,multinom,gbm,adabag",4,0.512991339107262
"knn,glmnet,adabag,pda,rf",5,0.510992671552299
"adabag,rf",2,0.484343770819454
"multinom,rf,adabag,knn,glmnet",5,0.51199200532978
"gbm,knn,multinom,pda,rfrules,glmnet,adabag,rfferns",8,0.51199200532978
"glmnet,rfrules,rfferns,rf,pda",5,0.503331112591606
"rfferns,gbm",2,0.167221852098601
"adabag,gbm,glmnet,pda,rf,rfrules,multinom,rfferns,knn",9,0.509327115256496
"gbm,multinom,pda,rfferns",4,0.5
"knn,rfferns,rf,pda,adabag,gbm",6,0.518987341772152
"rfrules,pda,rf,multinom,knn,glmnet,rfferns,adabag,gbm",9,0.513990672884743
"pda,glmnet,rf,rfrules,knn,gbm",6,0.515989340439707
"rfrules,rf,glmnet,gbm",4,0.508660892738175
"rf,multinom,pda,adabag,glmnet,rfferns,gbm,rfrules",8,0.513324450366422
"knn,glmnet,adabag,rfrules",4,0.503664223850766
"pda,rfrules,rf,multinom,adabag,rfferns,glmnet,knn,gbm",9,0.514990006662225
"rfrules,gbm,multinom,glmnet,pda,rfferns,knn",7,0.51165889407062
"glmnet,rfrules,adabag,rf,multinom",5,0.506662225183211
"pda,rfferns,multinom,rf,glmnet",5,0.507661558960693
"rfrules,rfferns",2,0.473017988007995
"rf,knn,gbm,pda",4,0.52964690206529
"multinom,gbm,pda",3,0.500999333777482
"multinom,rf,glmnet,rfferns,gbm",5,0.514323784143904
"multinom,rfferns,knn,rfrules,rf,pda",6,0.510992671552299
"gbm,pda,knn,rfferns,glmnet,rfrules,rf,multinom",8,0.517321785476349
"multinom,glmnet,pda",3,0.502331778814124
"glmnet,adabag",2,0.494670219853431
"rf,rfferns,glmnet,pda,adabag,rfrules,gbm,multinom,knn",9,0.513990672884743
"rfrules,knn,glmnet,rfferns,pda,multinom,adabag",7,0.501998667554963
"rfferns,rfrules,gbm,rf,adabag,pda",6,0.510992671552299
"gbm,pda,rf,multinom,rfferns,knn",6,0.516322451698867
"multinom,adabag,pda,knn,glmnet,rfferns",6,0.507661558960693
"rf,rfferns,knn,multinom,adabag,rfrules,gbm",7,0.516988674217189
"rfrules,gbm,knn",3,0.518321119253831
"adabag,rfrules",2,0.484343770819454
"knn,rfferns,glmnet,rfrules",4,0.498334443704197
"pda,rfferns",2,0.489007328447702
"glmnet,adabag,rfferns,multinom",4,0.501998667554963
"pda,adabag,rf,rfferns,knn,rfrules,gbm,multinom",8,0.514990006662225
"multinom,glmnet,rf",3,0.510326449033977
"adabag,pda,knn,glmnet",4,0.501665556295803
"rfferns,gbm,rf,rfrules,multinom,adabag,glmnet",7,0.513990672884743
"multinom,gbm,rfrules,rf",4,0.518321119253831
"rf,knn,rfferns",3,0.533644237175217
"adabag,gbm,rfrules,multinom,rf,knn,rfferns,pda",8,0.516322451698867
"rfferns,multinom,rfrules,gbm,pda,adabag,knn",7,0.511325782811459
"adabag,rf",2,0.484343770819454
"rfferns,multinom,rf",3,0.442704863424384
"knn,pda,multinom,gbm,rf,adabag,glmnet,rfferns",8,0.513324450366422
"multinom,gbm,rfrules,glmnet,pda,rfferns",6,0.506662225183211
"knn,multinom,adabag",3,0.503664223850766
"knn,rfferns,gbm,pda,adabag",5,0.505329780146569
"rfferns,knn,pda",3,0.390073284477015
"rfrules,glmnet,knn,gbm,pda,rfferns,multinom,adabag",8,0.509660226515656
"rfferns,gbm,multinom,pda,rf,glmnet",6,0.509660226515656
"multinom,knn,pda",3,0.496335776149234
"gbm,rf,glmnet,multinom,rfferns,adabag,rfrules",7,0.513657561625583
"rf,glmnet,rfrules,pda",4,0.51765489673551
"rfrules,multinom,glmnet,adabag,knn,gbm,rfferns,pda,rf",9,0.513990672884743
"gbm,rfrules,rf,multinom,adabag",5,0.515656229180546
"adabag,knn,multinom,rf,gbm",5,0.522318454363758
"knn,glmnet,pda,multinom",4,0.501665556295803
"rf,pda,adabag,rfferns,multinom",5,0.511325782811459
"rfrules,knn,gbm,multinom,glmnet",5,0.515989340439707
"pda,rfferns,gbm,knn,glmnet,rf,rfrules",7,0.51798800799467
"gbm,rfferns,pda",3,0.502664890073284
"gbm,rfrules,rfferns,adabag,pda,multinom,glmnet,rf",8,0.51199200532978
"rf,rfferns,knn,pda,rfrules",5,0.523317788141239
"rfrules,pda,knn,adabag,multinom,gbm",6,0.51165889407062
"adabag,rf,glmnet,multinom,rfferns,gbm,knn,rfrules,pda",9,0.509327115256496
"pda,rfferns,rfrules,glmnet,rf,adabag,knn,gbm,multinom",9,0.514990006662225
"knn,pda,gbm,rfferns,adabag,glmnet,rf,rfrules,multinom",9,0.513990672884743
"rfrules,multinom,rfferns,rf,knn,gbm,pda,adabag",8,0.516322451698867
"rf,adabag,knn",3,0.525316455696203
"gbm,pda,adabag,rf,multinom",5,0.51199200532978
"pda,multinom,knn",3,0.49433710859427
"glmnet,knn,rf",3,0.522984676882079
"gbm,knn,multinom,adabag,glmnet,rfrules,pda,rf",8,0.513990672884743
"gbm,multinom,rfrules,rf,adabag,pda",6,0.515656229180546
"glmnet,rfferns,multinom",3,0.495336442371752
"adabag,rfferns",2,0.484343770819454
"pda,glmnet,gbm,adabag,rfrules,rf,multinom,rfferns",8,0.509993337774817
"rf,knn",2,0.542638241172552
"gbm,rfferns,glmnet,adabag,pda",5,0.500999333777482
"knn,gbm,rfrules,multinom,rfferns,adabag,pda,rf",8,0.51798800799467
"rf,gbm,rfferns,multinom",4,0.524983344437042
"rfferns,pda,multinom,glmnet",4,0.497335109926715
"pda,knn",2,0.489007328447702
"rfrules,adabag,rfferns,gbm,knn,glmnet,multinom,pda",8,0.509660226515656
"rf,rfrules,rfferns,knn",4,0.534310459693538
"gbm,multinom",2,0.508994003997335
"glmnet,knn,gbm",3,0.512991339107262
"adabag,pda,glmnet,multinom,rf,rfrules,rfferns",7,0.50566289140573
"glmnet,rf,multinom,gbm",4,0.507328447701532
"gbm,pda,knn,multinom,glmnet,rf,adabag,rfrules",8,0.513990672884743
"glmnet,rf,gbm,rfrules,knn,rfferns",6,0.513990672884743
"pda,rfrules",2,0.489007328447702
"rfrules,rfferns,knn,rf,adabag,multinom",6,0.514990006662225
"multinom,rfrules,adabag,knn",4,0.510659560293138
"adabag,gbm,rfrules,rfferns,glmnet,rf",6,0.504663557628248
"glmnet,gbm",2,0.494670219853431
"rf,knn,rfferns",3,0.533644237175217
"glmnet,pda,knn,gbm,rfrules,adabag,rfferns,multinom,rf",9,0.509993337774817
"rfrules,rf,multinom,glmnet,rfferns,adabag,gbm,pda,knn",9,0.513990672884743
"gbm,multinom,adabag,rfferns,pda",5,0.501665556295803
"rf,glmnet,multinom,knn,adabag,gbm,rfferns,rfrules,pda",9,0.513990672884743
"rfferns,gbm,rf,pda,rfrules,adabag",6,0.510326449033977
"pda,rf,glmnet,rfrules,adabag,knn,gbm,multinom,rfferns",9,0.514656895403065
"rfferns,rfrules,multinom,knn",4,0.491339107261826
"rf,adabag,pda,knn,multinom,rfrules,rfferns",7,0.517321785476349
"gbm,adabag,pda",3,0.502664890073284
"glmnet,multinom,pda,rfferns,knn,gbm,rf,rfrules",8,0.515989340439707
"rfrules,rfferns,rf,pda,multinom",5,0.513324450366422
"gbm,multinom",2,0.508994003997335
"glmnet,rf,rfferns",3,0.5
"glmnet,adabag,rfrules,rfferns,knn,rf,multinom,gbm,pda",9,0.509993337774817
"knn,glmnet",2,0.478347768154564
"glmnet,pda,knn,rfferns,multinom,adabag",6,0.509993337774817
"adabag,pda,knn,multinom",4,0.507661558960693
"knn,rfferns,pda,gbm,rf,adabag",6,0.516322451698867
"rf,adabag,multinom,glmnet",4,0.514656895403065
"adabag,knn,glmnet,pda,multinom",5,0.508660892738175
"rfrules,rfferns,gbm,knn,multinom,rf,pda",7,0.51798800799467
"gbm,glmnet,rfrules,knn",4,0.51765489673551
"gbm,pda,rfrules,glmnet,rfferns,knn,rf,adabag,multinom",9,0.513657561625583
"glmnet,rf,rfrules,knn,adabag,rfferns,pda",7,0.505329780146569
"rfrules,multinom,rf,pda",4,0.515323117921386
"glmnet,adabag,knn,multinom,pda,rfrules,rf,rfferns",8,0.509327115256496
"glmnet,rfrules",2,0.494670219853431
"gbm,glmnet,multinom",3,0.509993337774817
"multinom,adabag,rfrules,gbm",4,0.510659560293138
"glmnet,knn,multinom,pda",4,0.506662225183211
"gbm,pda",2,0.508994003997335
"rfferns,rf,pda",3,0.42871419053964
"multinom,glmnet,gbm,rfferns,rfrules,rf",6,0.51199200532978
